"","HHID","PN","gender","race","edu","baselineage","couple1","couple2","couple3","lbcomp1","lbcomp2","lbcomp3","livarr1","livarr2","livarr3","mstat1","mstat2","mstat3","mobility1","mobility2","mobility3","wealth1","wealth2","wealth3","hhsize1","hhsize2","hhsize3","numchild1","numchild2","numchild3","haschild1","haschild2","haschild3","hasfriend1","hasfriend2","hasfriend3","livewithsp1","livewithsp2","livewithsp3","spsupport1","spsupport2","spsupport3","chsupport1","chsupport2","chsupport3","frsupport1","frsupport2","frsupport3","numclosechild1","numclosechild2","numclosechild3","closechild1","closechild2","closechild3","loneliness11.1","loneliness11.2","loneliness11.3","ccratio1","ccratio2","ccratio3","white","married1","married2","married3","deceased","all_frsupport_missing","all_loneliness_missing","exclude_from_analysis"
"1324","121397","020",0,1,17,70,1,1,1,1,1,5,1,1,1,1,1,1,0,0,0,5,5,5,2,2,2,0,0,0,0,0,NA,1,1,NA,NA,1,NA,4,4,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,1,1.18181818181818,NA,NA,NA,NA,1,1,1,1,0,FALSE,FALSE,FALSE
"1325","121476","010",0,2,13,70,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,2,2,3,2,2,2,3,3,2,1,1,1,1,1,1,1,1,1,3.66666666666667,3.66666666666667,3,3.66666666666667,2.66666666666667,2.66666666666667,3.33333333333333,3.33333333333333,3.66666666666667,2,2,1,2,2,1,1.09090909090909,1.18181818181818,1.72727272727273,0.666666666666667,0.666666666666667,0.5,0,1,1,1,0,FALSE,FALSE,FALSE
"1326","121476","011",1,1,16,66,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,2,2,3,2,2,2,3,3,2,1,1,1,0,1,0,1,1,1,4,4,3.66666666666667,3.66666666666667,3.66666666666667,2,NA,2,NA,1,1,0,1,1,0,1.63636363636364,1,1.81818181818182,0.333333333333333,0.333333333333333,0,1,1,1,1,0,FALSE,FALSE,FALSE
"1327","121580","010",0,1,16,69,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,5,5,5,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,4,4,3.66666666666667,2,2.66666666666667,3.33333333333333,1.33333333333333,2.33333333333333,3.33333333333333,0,2,2,0,2,2,2,2.09090909090909,2.18181818181818,0,1,1,1,1,1,1,0,FALSE,FALSE,FALSE
"1328","121580","020",1,1,12,68,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,5,5,5,2,2,2,2,2,2,1,NA,1,1,1,1,1,NA,1,4,4,4,3.33333333333333,2.66666666666667,3.66666666666667,3,2,2,2,2,2,2,2,2,2.27272727272727,1.7,1.72727272727273,1,1,1,1,1,1,1,0,FALSE,FALSE,FALSE
"1329","121638","010",0,1,12,72,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,5,4,4,2,2,2,2,2,2,1,1,1,1,1,1,1,1,NA,3.33333333333333,3.33333333333333,4,4,3.66666666666667,3.33333333333333,3,3,3,2,2,2,2,2,2,1.45454545454545,1.54545454545455,1.90909090909091,1,1,1,1,1,1,1,0,FALSE,FALSE,FALSE
"1330","121638","020",1,1,13,69,1,1,1,1,1,1,1,1,1,1,1,1,0,4,4,5,4,4,2,2,2,2,2,2,1,1,1,1,1,1,1,NA,NA,4,4,3.66666666666667,4,4,2,4,2.33333333333333,3,2,2,2,2,2,2,2,1.36363636363636,2,1,1,1,1,1,1,1,0,FALSE,FALSE,FALSE
"1331","121734","010",1,1,14,67,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,4,4,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,4,3.66666666666667,4,3.33333333333333,2.33333333333333,4,1.66666666666667,1.66666666666667,2.66666666666667,2,2,2,2,2,2,2.27272727272727,1.54545454545455,1.45454545454545,1,1,1,1,1,1,1,0,FALSE,FALSE,FALSE
"1332","121734","020",0,1,12,72,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2,4,4,3,2,2,2,2,2,2,1,1,1,1,1,1,1,NA,1,4,3.33333333333333,3.66666666666667,4,3.66666666666667,4,3.33333333333333,3,4,2,2,2,2,2,2,2,1.63636363636364,2.18181818181818,1,1,1,1,1,1,1,0,FALSE,FALSE,FALSE
"1333","121854","010",0,1,14,69,1,1,1,1,5,5,1,1,1,3,1,1,1,1,1,4,3,3,3,3,3,5,5,5,1,NA,NA,1,NA,NA,1,NA,NA,4,NA,NA,3.33333333333333,NA,NA,4,NA,NA,4,NA,NA,3,NA,NA,2,NA,NA,0.666666666666667,NA,NA,1,0,1,1,0,FALSE,FALSE,FALSE
"1334","122189","010",1,1,10,67,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,2,2,3,2,2,5,5,5,1,1,1,1,1,1,1,NA,NA,4,3.33333333333333,4,4,3.66666666666667,3,3.33333333333333,3.66666666666667,2.33333333333333,2,2,1,2,2,1,1.36363636363636,1.63636363636364,1.90909090909091,0.285714285714286,0.285714285714286,0.142857142857143,1,0,0,0,0,FALSE,FALSE,FALSE
"1335","122189","020",0,1,8,67,1,1,1,5,1,1,1,1,1,2,2,2,2,1,2,2,2,2,3,2,2,5,5,5,NA,1,NA,NA,1,NA,NA,1,NA,NA,2.33333333333333,2,NA,1.66666666666667,2,NA,2,2.66666666666667,NA,1,1,NA,1,1,NA,1.63636363636364,1.18181818181818,NA,0.142857142857143,0.142857142857143,1,0,0,0,0,FALSE,FALSE,FALSE
"1336","122196","010",0,1,12,67,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,5,5,5,2,2,2,4,4,4,1,1,1,1,1,1,1,1,1,3.33333333333333,3.33333333333333,4,3.33333333333333,3,4,3,2.66666666666667,3.66666666666667,1,2,4,1,2,3,1.63636363636364,1.81818181818182,1.4,0.25,0.5,1,1,1,1,1,0,FALSE,FALSE,FALSE
"1337","122196","020",1,1,12,64,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,5,5,5,2,2,2,4,4,4,1,NA,1,1,1,1,1,NA,1,4,4,4,4,4,4,3.66666666666667,3.33333333333333,3.66666666666667,2,3,4,2,3,3,1.27272727272727,1,1.45454545454545,0.5,0.75,1,1,1,1,1,0,FALSE,FALSE,FALSE
"1338","122205","010",0,1,12,69,1,1,1,1,1,1,1,1,1,1,1,1,3,4,3,2,1,1,2,2,2,3,3,3,1,1,1,1,1,1,NA,NA,NA,NA,3.66666666666667,4,4,3.66666666666667,3.33333333333333,NA,3.33333333333333,2.5,3,3,3,3,3,3,1.63636363636364,1.09090909090909,1.36363636363636,1,1,1,1,1,1,1,0,FALSE,FALSE,FALSE
"1339","122205","020",1,1,11,68,1,1,1,1,5,5,1,1,1,1,1,1,0,0,0,2,1,1,2,2,2,3,3,3,1,NA,NA,1,NA,NA,NA,NA,NA,3.66666666666667,NA,NA,4,NA,NA,3,NA,NA,3,NA,NA,3,NA,NA,1.54545454545455,NA,NA,1,NA,NA,1,1,1,1,0,FALSE,FALSE,FALSE
"1340","122278","010",1,1,12,67,1,1,1,1,5,5,1,1,1,1,1,1,2,2,4,3,3,3,3,3,3,4,4,4,1,NA,NA,1,NA,NA,1,NA,NA,4,NA,NA,4,NA,NA,3,NA,NA,3,NA,NA,3,NA,NA,1.63636363636364,NA,NA,0.75,NA,NA,1,1,1,1,0,FALSE,FALSE,FALSE
"1341","122278","020",0,1,17,66,1,1,1,1,5,5,1,1,1,1,1,1,0,0,0,3,3,3,3,3,3,4,4,4,1,NA,NA,1,NA,NA,1,NA,NA,4,NA,NA,3.33333333333333,NA,NA,2.66666666666667,NA,NA,3,NA,NA,3,NA,NA,1,NA,NA,0.75,NA,NA,1,1,1,1,0,FALSE,FALSE,FALSE
"1342","122305","020",1,1,14,55,1,1,1,1,1,1,1,1,1,1,1,1,2,4,2,1,2,1,3,2,3,5,5,5,1,1,1,1,1,1,1,1,1,3.33333333333333,3.66666666666667,3.33333333333333,2.33333333333333,2.66666666666667,2,3.66666666666667,3,3.33333333333333,5,2,2,3,2,2,2.18181818181818,1.72727272727273,1.63636363636364,0.625,0.25,0.25,1,1,1,1,0,FALSE,FALSE,FALSE
"1343","122305","021",0,1,14,61,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,1,2,1,3,2,3,5,5,5,1,1,1,0,1,0,1,1,1,3,3.33333333333333,3.66666666666667,1,2,1.66666666666667,NA,1.66666666666667,NA,0,1,2,0,1,2,1.90909090909091,1.90909090909091,2,0,0.125,0.25,1,1,1,1,0,FALSE,FALSE,FALSE
"1344","122483","010",0,1,12,70,1,1,0,1,1,1,1,1,5,1,1,2,0,0,0,4,3,2,3,2,1,5,5,5,1,1,1,0,0,1,1,1,0,2.66666666666667,2.33333333333333,NA,1.33333333333333,1.33333333333333,1.33333333333333,NA,NA,2.33333333333333,2,NA,1,2,NA,1,2.5,2.81818181818182,2.72727272727273,0.333333333333333,NA,0.166666666666667,1,1,1,0,0,FALSE,FALSE,FALSE
"1345","122483","011",1,1,16,57,1,1,0,5,5,1,1,1,5,1,1,2,1,1,4,4,3,2,3,2,1,5,5,5,NA,NA,1,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,2.66666666666667,NA,NA,2,NA,NA,1,NA,NA,1,NA,NA,2.54545454545455,NA,NA,0.166666666666667,1,1,1,0,0,FALSE,FALSE,FALSE
"1346","123092","010",1,1,14,69,1,1,1,1,1,1,1,1,1,1,1,1,3,4,5,3,4,4,2,2,2,0,0,0,0,0,0,1,1,1,NA,1,1,3.33333333333333,2.66666666666667,4,NA,NA,NA,2.66666666666667,2.33333333333333,2,NA,NA,NA,NA,NA,NA,2,3,2.63636363636364,NA,NA,NA,1,1,1,1,0,FALSE,FALSE,FALSE
"1347","123092","020",0,1,12,70,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,3,4,4,2,2,2,0,0,0,0,0,0,1,1,1,1,1,1,4,3.66666666666667,4,NA,NA,NA,2.33333333333333,2.66666666666667,3.33333333333333,NA,NA,NA,NA,NA,NA,1.63636363636364,1.63636363636364,1.45454545454545,NA,NA,NA,1,1,1,1,0,FALSE,FALSE,FALSE
"1348","123704","010",0,1,14,68,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,2,3,3,2,3,4,4,4,NA,1,1,1,1,1,NA,NA,1,4,4,4,4,4,4,3.33333333333333,3.33333333333333,3.66666666666667,2,2,2,2,2,2,1,1.18181818181818,1.72727272727273,0.5,0.5,0.5,1,1,1,1,0,FALSE,FALSE,FALSE
"1349","123785","010",0,7,12,68,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,3,3,3,2,2,3,2,2,2,1,1,1,1,1,1,1,1,1,4,4,4,3,3,4,2,2.33333333333333,3,2,2,2,2,2,2,1,1,1,1,1,1,0,1,1,1,0,FALSE,FALSE,FALSE
"1350","123785","011",1,1,14,58,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,3,3,3,2,2,3,2,2,2,0,0,0,1,1,0,1,1,1,4,4,4,NA,NA,NA,2,1.66666666666667,NA,NA,NA,NA,NA,NA,NA,1,1.18181818181818,1.27272727272727,NA,NA,NA,1,1,1,1,0,FALSE,FALSE,FALSE
"1351","123893","010",0,1,17,67,1,1,1,1,1,1,1,1,1,1,1,1,3,0,1,3,3,3,2,2,2,1,1,0,0,0,0,1,1,1,1,NA,1,4,4,4,NA,NA,NA,3,2.33333333333333,3.33333333333333,NA,NA,NA,NA,NA,NA,1.36363636363636,1.45454545454545,1.27272727272727,NA,NA,NA,1,1,1,1,0,FALSE,FALSE,FALSE
"1352","123893","020",1,1,17,65,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,3,3,3,2,2,2,1,1,0,0,1,1,1,1,1,1,1,1,4,4,4,NA,1,1,4,3,3,NA,0,0,NA,0,0,1,1,1,NA,0,NA,1,1,1,1,0,FALSE,FALSE,FALSE
"1353","123997","010",0,1,12,66,1,0,0,1,1,5,1,3,5,1,3,3,1,3,1,2,2,1,3,3,1,5,4,5,1,1,NA,1,1,NA,NA,NA,NA,4,4,NA,3.33333333333333,3,NA,2.66666666666667,2.66666666666667,NA,4,3,NA,3,3,NA,1.18181818181818,1.90909090909091,NA,0.8,0.75,NA,1,1,0,0,0,FALSE,FALSE,FALSE
"1354","124383","010",1,1,12,67,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,2,1,2,3,3,3,3,3,3,1,1,1,1,0,0,1,1,1,3.33333333333333,3.33333333333333,3.33333333333333,2.66666666666667,3.33333333333333,3.33333333333333,2.33333333333333,NA,NA,3,2,2,3,2,2,1.90909090909091,2.36363636363636,2,1,0.666666666666667,0.666666666666667,1,1,1,1,0,FALSE,FALSE,FALSE
"1355","124383","020",0,1,12,66,1,1,1,1,4,1,1,1,1,1,1,1,2,3,3,2,1,2,3,3,3,3,3,3,1,1,1,0,1,1,NA,1,NA,3.33333333333333,4,4,2.66666666666667,3.33333333333333,3.33333333333333,NA,3,2.66666666666667,3,3,3,3,3,3,2,1.18181818181818,1.45454545454545,1,1,1,1,1,1,1,0,FALSE,FALSE,FALSE
"1356","124479","010",0,2,12,67,0,0,0,1,1,1,3,3,3,2,2,2,3,4,4,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,NA,NA,NA,2.33333333333333,2.66666666666667,3,3.33333333333333,3.33333333333333,3.33333333333333,2,1,2,2,1,2,1.27272727272727,1.18181818181818,1.36363636363636,1,0.5,1,0,0,0,0,0,FALSE,FALSE,FALSE
"1357","124483","010",0,2,16,71,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,3,2,2,2,3,3,5,1,1,1,1,1,1,1,1,1,3.33333333333333,3.33333333333333,3.33333333333333,3.33333333333333,3.66666666666667,3.66666666666667,2,2.33333333333333,2.33333333333333,3,3,3,3,3,3,1.18181818181818,1.54545454545455,1.36363636363636,1,1,0.5,0,1,1,1,0,FALSE,FALSE,FALSE
"1358","124543","020",1,1,13,66,0,0,0,1,1,1,4,4,4,3,3,3,3,3,3,2,1,1,3,3,2,3,3,3,0,0,0,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA,2.33333333333333,3.33333333333333,2.33333333333333,NA,NA,NA,NA,NA,NA,1.18181818181818,1.27272727272727,1.09090909090909,NA,NA,NA,1,0,0,0,0,FALSE,FALSE,FALSE
"1359","124562","010",1,1,14,68,0,0,1,1,1,1,5,5,5,2,2,2,0,0,0,5,5,4,1,1,2,2,2,4,1,1,1,1,1,1,0,NA,1,NA,3,3.33333333333333,2.33333333333333,1,1,2,2.66666666666667,1,1,0,0,1,0,0,1.72727272727273,2,1.72727272727273,0.5,0,0,1,0,0,0,0,FALSE,FALSE,FALSE
"1360","124573","010",0,1,17,68,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,5,5,4,2,2,2,2,2,2,1,1,1,1,0,1,1,1,1,4,3.66666666666667,3.33333333333333,3.5,3,2,2.33333333333333,NA,2,2,2,2,2,2,2,1.54545454545455,1.81818181818182,1.72727272727273,1,1,1,1,1,1,1,0,FALSE,FALSE,FALSE
"1361","124573","020",1,1,16,62,0,0,0,1,1,1,4,5,5,2,2,2,1,0,2,4,4,4,3,1,1,2,2,2,1,NA,1,1,1,1,0,0,0,NA,NA,NA,3.33333333333333,NA,4,4,3.66666666666667,2.33333333333333,2,2,2,2,2,2,1.72727272727273,2,1.90909090909091,1,1,1,1,0,0,0,0,FALSE,FALSE,FALSE
"1362","124731","010",1,1,12,67,0,0,0,1,1,1,5,5,5,2,2,2,0,0,0,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,NA,NA,NA,3.66666666666667,3.33333333333333,3.66666666666667,3.66666666666667,3.33333333333333,3.66666666666667,1,1,1,1,1,1,1.18181818181818,1.27272727272727,1.18181818181818,1,1,1,1,0,0,0,0,FALSE,FALSE,FALSE
"1363","124731","020",0,1,14,71,0,0,0,1,1,1,5,3,5,2,2,2,0,0,0,4,5,4,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,NA,NA,NA,3.33333333333333,3.66666666666667,1.66666666666667,3,4,4,1,1,1,1,1,1,1.09090909090909,1,1,1,1,1,1,0,0,0,0,FALSE,FALSE,FALSE
"1364","124773","020",0,1,12,65,1,1,0,1,5,5,1,1,4,1,1,3,0,0,0,3,2,4,2,3,3,1,1,1,1,NA,NA,1,NA,NA,1,NA,NA,2.66666666666667,NA,NA,3.66666666666667,NA,NA,2.66666666666667,NA,NA,1,NA,NA,1,NA,NA,1.81818181818182,NA,NA,1,NA,NA,1,1,1,0,0,FALSE,FALSE,FALSE
"1365","124872","010",0,1,12,70,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,4,1,4,2,2,2,2,0,2,1,1,1,1,1,1,1,1,1,2.33333333333333,2.66666666666667,3,1,1,1,3,4,3.33333333333333,0,0,0,0,0,0,2,2,2,0,NA,0,1,1,1,1,0,FALSE,FALSE,FALSE
"1366","124872","020",1,1,14,57,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,4,1,4,2,2,2,2,0,2,0,0,0,1,1,1,1,1,1,1.33333333333333,1.33333333333333,2,NA,NA,NA,1.33333333333333,1.66666666666667,1.33333333333333,NA,NA,NA,NA,NA,NA,2.36363636363636,2.72727272727273,2.81818181818182,NA,NA,NA,1,1,1,1,0,FALSE,FALSE,FALSE
"1367","124923","010",0,1,12,68,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,3,3,2,2,3,2,2,2,1,1,1,1,1,1,1,1,1,3.66666666666667,4,4,3.66666666666667,4,4,1.33333333333333,2.33333333333333,2,2,2,2,2,2,2,1.45454545454545,1,1.18181818181818,1,1,1,1,1,1,1,0,FALSE,FALSE,FALSE
"1368","124923","020",1,1,12,65,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,3,3,3,2,2,3,2,2,2,1,1,1,1,1,1,1,1,1,4,4,4,3.33333333333333,3.33333333333333,3,2,2,1.33333333333333,2,2,2,2,2,2,1.63636363636364,1.54545454545455,1.54545454545455,1,1,1,1,1,1,1,0,FALSE,FALSE,FALSE
"1369","125050","010",0,1,14,71,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,4,4,4,2,2,2,5,4,5,1,1,1,1,NA,1,1,NA,1,4,4,4,2.66666666666667,2.66666666666667,3.33333333333333,2,1.66666666666667,2,3,2,3,3,2,3,1.36363636363636,1.45454545454545,1.27272727272727,0.6,0.5,0.6,1,1,1,1,0,FALSE,FALSE,FALSE
"1370","125050","020",1,1,16,64,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,4,4,4,2,2,2,5,4,5,1,1,1,1,1,1,1,1,1,3.66666666666667,3.66666666666667,4,3.33333333333333,3,3.66666666666667,3.33333333333333,3,3.66666666666667,1,1,2,1,1,2,1.27272727272727,1.18181818181818,1.09090909090909,0.2,0.25,0.4,1,1,1,1,0,FALSE,FALSE,FALSE
"1371","125199","010",0,2,12,67,1,0,1,1,1,5,1,5,1,3,4,1,0,0,2,1,1,1,2,1,3,NA,0,4,NA,NA,NA,1,1,NA,NA,NA,NA,3.66666666666667,2,NA,4,2,NA,3,2,NA,5,NA,NA,3,NA,NA,2,2,NA,NA,NA,NA,0,0,0,1,0,FALSE,FALSE,FALSE
"1372","125199","011",1,2,14,77,1,1,1,1,1,5,1,1,1,3,3,1,3,3,4,1,2,1,2,2,3,NA,5,4,1,1,NA,1,1,NA,NA,NA,NA,3.66666666666667,3.66666666666667,NA,4,4,NA,4,3.66666666666667,NA,8,4,NA,3,3,NA,1.09090909090909,2,NA,NA,0.8,NA,0,0,0,1,0,FALSE,FALSE,FALSE
"1373","125388","020",1,1,12,66,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,5,4,4,2,2,2,3,3,3,1,1,1,1,1,1,1,1,1,4,4,4,3.66666666666667,4,4,3.33333333333333,2,4,3,3,3,3,3,3,1.36363636363636,1.09090909090909,1.09090909090909,1,1,1,1,1,1,1,0,FALSE,FALSE,FALSE
"1374","125406","010",0,1,17,70,1,1,1,1,1,1,1,1,1,1,1,1,2,2,0,4,4,4,2,2,2,2,2,2,1,1,1,1,1,1,NA,1,1,4,4,3.66666666666667,3,2.66666666666667,3,3.33333333333333,3,4,2,1,1,2,1,1,2,1.63636363636364,1.36363636363636,1,0.5,0.5,1,1,1,1,0,FALSE,FALSE,FALSE
"1375","125406","020",1,1,12,58,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,4,4,4,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,3.33333333333333,3.33333333333333,3.33333333333333,2.66666666666667,1.66666666666667,2,2,2,2,1,0,2,1,0,2,1.90909090909091,1.90909090909091,2.18181818181818,0.5,0,1,1,1,1,1,0,FALSE,FALSE,FALSE
"1376","130654","010",0,1,17,70,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,5,5,5,3,3,2,2,2,2,1,1,1,1,1,1,1,1,1,3.66666666666667,4,3.66666666666667,3.33333333333333,3.66666666666667,3.66666666666667,3.33333333333333,3.66666666666667,3.33333333333333,2,2,2,2,2,2,1.27272727272727,1.45454545454545,1.54545454545455,1,1,1,1,1,1,1,0,FALSE,FALSE,FALSE
"1377","130654","020",1,1,17,64,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,5,5,5,3,3,2,2,2,2,1,1,1,1,1,1,1,1,1,3.66666666666667,3.66666666666667,2,4,4,3.66666666666667,4,4,4,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,0,FALSE,FALSE,FALSE
"1378","131022","020",1,1,16,58,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,4,4,4,3,2,2,2,2,2,1,NA,1,NA,NA,1,1,NA,1,2,NA,2.33333333333333,2.33333333333333,NA,2,NA,NA,2.66666666666667,2,NA,2,2,NA,2,1.72727272727273,NA,2.18181818181818,1,NA,1,1,1,1,1,0,FALSE,FALSE,FALSE
"1379","131129","010",0,1,17,71,0,0,0,1,1,1,4,5,5,2,2,2,0,1,0,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,NA,NA,NA,3.33333333333333,2.5,3,3.33333333333333,3,3.33333333333333,1,1,1,1,1,1,1.72727272727273,1.54545454545455,1.8,1,1,1,1,0,0,0,0,FALSE,FALSE,FALSE
"1380","131774","010",0,1,12,69,0,0,0,1,1,5,3,3,3,4,4,4,0,0,2,5,4,4,2,2,2,0,0,0,0,NA,NA,1,1,NA,0,0,NA,NA,NA,NA,NA,NA,NA,3.33333333333333,3.33333333333333,NA,NA,NA,NA,NA,NA,NA,1.36363636363636,1.09090909090909,NA,NA,NA,NA,1,0,0,0,0,FALSE,FALSE,FALSE
"1381","131812","010",0,1,17,70,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,5,5,5,2,2,2,4,4,4,1,1,1,1,1,1,1,1,1,4,3.33333333333333,3.66666666666667,3.33333333333333,3.33333333333333,2.66666666666667,4,4,3.66666666666667,4,3,1,3,3,1,1.27272727272727,1.27272727272727,1.63636363636364,1,0.75,0.25,1,0,1,1,0,FALSE,FALSE,FALSE
"1382","131812","011",1,1,16,63,1,1,1,1,1,1,1,1,1,3,1,1,0,0,0,5,5,5,2,2,2,4,4,4,1,1,1,1,1,1,1,1,1,3,3.66666666666667,3,2.66666666666667,4,3,4,4,3.33333333333333,1,1,1,1,1,1,1.81818181818182,1.54545454545455,1.81818181818182,0.25,0.25,0.25,1,0,1,1,0,FALSE,FALSE,FALSE
"1383","131819","020",1,1,15,72,0,0,0,1,1,1,5,5,5,3,3,3,1,3,1,4,3,2,1,1,1,4,4,4,1,1,1,1,1,1,0,0,0,NA,NA,NA,4,3.66666666666667,3.33333333333333,4,3.66666666666667,3.66666666666667,4,4,3,3,3,3,1.18181818181818,1.45454545454545,1.81818181818182,1,1,0.75,1,0,0,0,0,FALSE,FALSE,FALSE
"1384","131880","010",0,1,16,66,0,0,0,1,1,1,5,5,5,2,2,2,0,0,0,4,3,3,1,1,1,2,2,2,1,1,1,1,0,1,0,0,0,NA,NA,NA,3.66666666666667,4,4,2.66666666666667,NA,3,1,2,2,1,2,2,1.18181818181818,1.36363636363636,1.09090909090909,0.5,1,1,1,0,0,0,0,FALSE,FALSE,FALSE
"1385","131895","010",0,2,12,69,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,2,2,3,2,2,2,2,1,1,1,1,1,1,1,1,NA,1,3.66666666666667,4,3.66666666666667,4,4,3.66666666666667,4,3.66666666666667,3,2,2,4,2,2,3,1.36363636363636,1.18181818181818,1.63636363636364,1,1,4,0,1,1,1,0,FALSE,FALSE,FALSE
"1386","131914","010",0,7,13,70,0,0,1,1,1,5,3,5,1,2,2,1,5,3,4,1,2,5,2,1,2,3,4,4,1,1,NA,1,1,NA,1,0,NA,3.33333333333333,NA,NA,1,2,NA,3.66666666666667,2,NA,0,0,NA,0,0,NA,1.54545454545455,2.36363636363636,NA,0,0,NA,0,0,0,1,0,FALSE,FALSE,FALSE
"1387","131926","010",0,1,12,67,1,1,1,1,1,1,1,1,1,1,1,1,0,3,3,4,4,3,3,2,2,2,2,2,NA,1,1,1,1,NA,NA,NA,1,3,3,2.66666666666667,2.66666666666667,NA,2.66666666666667,2,3,NA,NA,2,2,NA,2,2,1.27272727272727,1.36363636363636,1.36363636363636,NA,1,1,1,1,1,1,0,FALSE,FALSE,FALSE
"1388","131926","020",1,1,13,64,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,4,4,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2.33333333333333,2.66666666666667,2.66666666666667,3.33333333333333,3.33333333333333,3,3.33333333333333,2.33333333333333,3,2,2,1,2,2,1,1.90909090909091,2,1.45454545454545,1,1,0.5,1,1,1,1,0,FALSE,FALSE,FALSE
"1389","132313","010",0,1,16,71,1,1,1,1,5,5,1,1,1,1,1,1,0,0,0,4,4,5,2,2,2,2,2,2,1,NA,NA,1,NA,NA,1,NA,NA,4,NA,NA,3.66666666666667,NA,NA,2.33333333333333,NA,NA,2,NA,NA,2,NA,NA,1,NA,NA,1,NA,NA,1,1,1,1,0,FALSE,FALSE,FALSE
"1390","132758","010",1,1,17,68,1,1,1,1,1,5,1,1,1,1,1,1,0,0,0,5,5,5,2,2,2,3,3,3,1,1,NA,1,1,NA,1,1,NA,3.33333333333333,3.66666666666667,NA,3.66666666666667,3.66666666666667,NA,3.33333333333333,3.66666666666667,NA,3,3,NA,3,3,NA,1,1,NA,1,1,NA,1,1,1,1,0,FALSE,FALSE,FALSE
"1391","132758","020",0,1,16,50,1,1,1,1,1,5,1,1,1,1,1,1,0,0,0,5,5,5,2,2,2,3,3,3,1,0,NA,1,1,NA,1,1,NA,4,4,NA,4,NA,NA,4,3.33333333333333,NA,8,NA,NA,3,NA,NA,1,1,NA,2.66666666666667,NA,NA,1,1,1,1,0,FALSE,FALSE,FALSE
"1392","132849","020",1,1,16,62,1,0,0,1,1,1,1,5,5,1,3,3,0,1,4,5,5,5,2,1,1,2,2,2,1,1,1,1,1,1,1,0,0,1,NA,NA,3.33333333333333,3.33333333333333,3.33333333333333,4,4,4,2,2,2,2,2,2,2,2.18181818181818,2.45454545454545,1,1,1,1,1,0,0,0,FALSE,FALSE,FALSE
"1393","133066","020",1,2,12,67,1,0,0,1,1,1,1,4,5,1,3,3,2,2,4,5,2,2,2,2,1,3,3,3,1,1,1,1,1,1,1,0,0,3.33333333333333,NA,NA,3.33333333333333,3.33333333333333,3.66666666666667,3,2.66666666666667,2.66666666666667,2,2,2,2,2,2,1.81818181818182,2.18181818181818,1.63636363636364,0.666666666666667,0.666666666666667,0.666666666666667,0,1,0,0,0,FALSE,FALSE,FALSE
