"","HHID","PN","gender","race","edu","baselineage","couple1","couple2","couple3","lbcomp1","lbcomp2","lbcomp3","livarr1","livarr2","livarr3","mstat1","mstat2","mstat3","mobility1","mobility2","mobility3","wealth1","wealth2","wealth3","hhsize1","hhsize2","hhsize3","numchild1","numchild2","numchild3","haschild1","haschild2","haschild3","hasfriend1","hasfriend2","hasfriend3","livewithsp1","livewithsp2","livewithsp3","spsupport1","spsupport2","spsupport3","chsupport1","chsupport2","chsupport3","frsupport1","frsupport2","frsupport3","numclosechild1","numclosechild2","numclosechild3","closechild1","closechild2","closechild3","loneliness11.1","loneliness11.2","loneliness11.3","ccratio1","ccratio2","ccratio3","white","married1","married2","married3","deceased","all_frsupport_missing","all_loneliness_missing","exclude_from_analysis"
"1","010003","030",1,1,16,58,0,0,0,1,1,1,5,5,5,2,3,3,0,5,1,4,5,5,1,1,1,0,0,0,NA,0,NA,1,0,1,NA,0,NA,3,4,1,1,NA,NA,4,NA,4,NA,NA,NA,NA,NA,NA,2.4,2.27272727272727,1.18181818181818,NA,NA,NA,1,0,0,0,0,FALSE,FALSE,FALSE
"2","010004","040",1,1,12,68,0,1,1,1,1,5,5,1,1,3,2,2,0,0,0,5,5,5,1,2,2,2,2,3,0,1,NA,1,1,NA,0,1,NA,NA,4,NA,NA,2.66666666666667,NA,4,2,NA,NA,2,NA,NA,2,NA,1,1,NA,NA,1,NA,1,0,0,0,0,FALSE,FALSE,FALSE
"3","010013","040",1,1,13,66,0,0,0,1,1,5,3,5,5,2,2,2,0,1,0,5,5,5,2,1,1,1,1,1,1,1,NA,1,1,NA,0,0,NA,NA,NA,NA,3,2.33333333333333,NA,4,3,NA,1,1,NA,1,1,NA,1.18181818181818,1,NA,1,1,NA,1,0,0,0,0,FALSE,FALSE,FALSE
"4","010038","010",0,1,16,77,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,5,5,5,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,3.33333333333333,3.33333333333333,3.33333333333333,3.66666666666667,3,3,2.66666666666667,2.33333333333333,2.33333333333333,2,2,2,2,2,2,1,1.18181818181818,1.54545454545455,1,1,1,1,1,1,1,0,FALSE,FALSE,FALSE
"5","010038","040",1,1,16,71,1,1,1,1,1,5,1,1,1,1,1,1,0,0,0,5,5,5,2,2,2,2,2,2,1,1,NA,1,1,NA,1,1,NA,4,4,NA,4,3.33333333333333,NA,3.66666666666667,3,NA,2,2,NA,2,2,NA,1,1.45454545454545,NA,1,1,NA,1,1,1,1,0,FALSE,FALSE,FALSE
"6","010059","020",1,1,16,78,1,1,1,5,1,1,1,1,1,1,1,1,2,0,2,5,5,5,2,2,2,3,3,3,NA,1,1,NA,1,1,NA,NA,1,NA,3.66666666666667,3.33333333333333,NA,3.66666666666667,3.66666666666667,NA,2.66666666666667,3.33333333333333,NA,3,3,NA,3,3,NA,1.54545454545455,1.45454545454545,NA,1,1,1,1,1,1,0,FALSE,FALSE,FALSE
"7","010404","010",1,1,12,74,0,0,0,1,1,5,4,4,4,3,3,3,1,2,4,5,4,5,3,3,3,3,3,3,1,1,NA,1,1,NA,0,0,NA,NA,NA,NA,3.66666666666667,3.66666666666667,NA,3.66666666666667,3.33333333333333,NA,3,3,NA,3,3,NA,1.18181818181818,1.09090909090909,NA,1,1,NA,1,0,0,0,0,FALSE,FALSE,FALSE
"8","010451","010",1,7,16,75,1,1,1,1,5,1,1,1,1,1,1,1,0,0,1,3,4,5,2,2,2,3,3,3,1,NA,1,1,NA,1,1,NA,1,3.66666666666667,NA,3.33333333333333,3.66666666666667,NA,3.33333333333333,3,NA,3,3,NA,3,3,NA,3,1,NA,1.18181818181818,1,NA,1,0,1,1,1,0,FALSE,FALSE,FALSE
"9","010451","020",0,7,16,74,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,3,4,5,2,2,2,3,3,3,1,1,1,1,1,1,1,1,1,3,2.33333333333333,3.66666666666667,2.66666666666667,2.66666666666667,3,2,2,3,3,3,3,3,3,3,1.63636363636364,1.63636363636364,1.27272727272727,1,1,1,0,1,1,1,0,FALSE,FALSE,FALSE
"10","010458","020",0,1,13,75,1,1,1,1,1,1,1,1,1,1,1,1,1,0,3,3,2,2,2,2,2,2,2,2,1,1,1,0,0,1,1,1,1,4,4,4,3.33333333333333,2.66666666666667,2.66666666666667,NA,NA,2.33333333333333,2,2,2,2,2,2,1.81818181818182,2.18181818181818,1.27272727272727,1,1,1,1,1,1,1,0,FALSE,FALSE,FALSE
"11","010458","030",1,1,16,70,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,4,4,3.33333333333333,3,2.66666666666667,2.66666666666667,3,3.66666666666667,3,2,2,2,2,2,2,1,1.09090909090909,1.27272727272727,1,1,1,1,1,1,1,0,FALSE,FALSE,FALSE
"12","010481","020",1,1,17,73,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,5,4,5,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,3.33333333333333,3,3,2.33333333333333,2.33333333333333,2,1.66666666666667,1.66666666666667,1,1,1,1,1,1,2.18181818181818,2,2.09090909090909,1,1,1,1,1,1,0,0,FALSE,FALSE,FALSE
"13","010571","010",1,2,7,73,0,0,0,1,1,1,5,5,5,3,3,3,3,3,4,4,3,3,1,1,1,4,4,4,NA,NA,1,0,NA,1,NA,NA,0,2.66666666666667,2.66666666666667,NA,3.33333333333333,3.66666666666667,3.33333333333333,1.66666666666667,NA,2,4,4,4,3,3,3,2.09090909090909,1.90909090909091,2.18181818181818,1,1,1,0,0,0,0,0,FALSE,FALSE,FALSE
"14","010648","020",1,2,12,73,1,1,1,1,1,1,1,1,1,1,1,1,4,1,0,4,4,4,3,3,2,0,0,0,0,0,0,1,0,1,1,1,1,2.33333333333333,3,2.66666666666667,NA,NA,NA,3,NA,3.33333333333333,NA,NA,NA,NA,NA,NA,1.4,2.27272727272727,1.90909090909091,NA,NA,NA,0,1,1,1,0,FALSE,FALSE,FALSE
"15","010769","040",1,1,12,58,0,0,0,1,1,1,5,5,5,3,3,3,0,1,0,5,5,5,1,1,1,3,3,3,1,NA,1,1,1,1,0,0,0,NA,NA,NA,4,NA,NA,3.66666666666667,3.66666666666667,3.66666666666667,NA,1,1,NA,1,1,NA,2.27272727272727,1.36363636363636,NA,0.333333333333333,0.333333333333333,1,0,0,0,0,FALSE,FALSE,FALSE
"16","010818","010",0,7,14,76,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,4,4,4,2,2,2,5,4,5,1,1,1,1,1,1,NA,1,1,2.66666666666667,3.33333333333333,4,1.66666666666667,1.66666666666667,2.33333333333333,4,4,4,3,3,6,3,3,3,1.18181818181818,1,1,0.6,0.75,0.857142857142857,0,1,1,1,0,FALSE,FALSE,FALSE
"17","010818","040",1,1,13,65,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,4,4,4,2,2,2,5,4,5,1,1,1,1,1,1,1,1,1,3.66666666666667,4,3.33333333333333,3.33333333333333,3,1,3.33333333333333,3,4,2,2,0,2,2,0,1.27272727272727,1.54545454545455,1.54545454545455,0.4,0.5,0,1,1,1,1,0,FALSE,FALSE,FALSE
"18","010989","010",0,1,9,78,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,5,5,5,3,3,3,4,4,4,1,1,NA,1,1,1,1,NA,NA,4,3.33333333333333,4,3,3,NA,3,2.66666666666667,3,2,2,NA,2,2,NA,1.54545454545455,1.1,1.45454545454545,0.5,0.5,NA,1,1,1,1,0,FALSE,FALSE,FALSE
"19","010989","020",1,1,17,73,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,3,3,3,4,4,4,1,1,1,1,1,1,1,1,1,3,3,2.66666666666667,4,4,4,4,4,3.33333333333333,4,3,2,3,3,2,1,1,1.09090909090909,1,0.75,0.5,1,1,1,1,0,FALSE,FALSE,FALSE
"20","011067","030",0,1,12,72,1,1,1,1,1,1,1,1,1,1,1,1,2,0,2,5,5,5,2,2,2,0,0,0,0,0,0,1,1,1,1,1,1,3.66666666666667,4,4,NA,NA,NA,3.66666666666667,4,4,NA,NA,NA,NA,NA,NA,1.72727272727273,1.90909090909091,1.45454545454545,NA,NA,NA,1,1,1,1,0,FALSE,FALSE,FALSE
"21","011141","020",0,1,17,81,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,5,5,5,2,2,2,5,5,5,0,1,1,1,1,1,1,1,1,3.66666666666667,3.66666666666667,4,NA,4,4,3.33333333333333,4,3.66666666666667,NA,5,5,NA,3,3,1.54545454545455,1.09090909090909,1.54545454545455,NA,1,1,1,1,1,1,0,FALSE,FALSE,FALSE
"22","011248","010",1,2,12,74,0,0,0,1,1,5,5,5,5,2,4,4,5,5,3,2,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,NA,0,0,NA,NA,NA,NA,NA,NA,NA,4,3.66666666666667,NA,1,1,NA,1,1,NA,1.27272727272727,1.72727272727273,NA,1,1,NA,0,0,0,0,0,FALSE,FALSE,FALSE
"23","011341","010",1,1,12,75,0,0,0,1,1,1,4,4,4,3,3,3,1,1,3,4,3,2,2,2,3,3,3,3,1,1,1,1,1,1,0,0,0,NA,NA,NA,3,2.66666666666667,3,2.66666666666667,2.66666666666667,2.66666666666667,3,2,2,3,2,2,1.45454545454545,1.27272727272727,1.54545454545455,1,0.666666666666667,0.666666666666667,1,0,0,0,0,FALSE,FALSE,FALSE
"24","011378","020",1,1,9,73,0,0,0,1,1,1,2,5,5,2,2,2,0,0,0,3,3,3,1,1,1,2,2,2,1,1,1,1,1,1,0,0,0,NA,NA,NA,4,4,4,3.66666666666667,3.66666666666667,3.66666666666667,2,2,2,2,2,2,1,1,1.09090909090909,1,1,1,1,0,0,0,0,FALSE,FALSE,FALSE
"25","011590","020",1,1,12,79,0,0,0,1,1,1,5,5,5,3,3,3,0,1,0,5,5,5,1,1,1,4,4,4,1,NA,1,1,NA,1,0,NA,0,NA,NA,NA,3.33333333333333,3.66666666666667,4,3.33333333333333,2.33333333333333,2.66666666666667,2,3,3,2,3,3,1.2,1.54545454545455,1.36363636363636,0.5,0.75,0.75,1,0,0,0,0,FALSE,FALSE,FALSE
"26","011678","010",1,1,13,82,0,0,0,1,1,5,4,4,4,3,3,3,1,1,2,3,3,2,2,2,2,4,4,3,1,NA,NA,1,1,NA,0,0,NA,NA,NA,NA,NA,NA,NA,2.33333333333333,2,NA,3,3,NA,3,3,NA,1.45454545454545,1.27272727272727,NA,0.75,0.75,NA,1,0,0,0,0,FALSE,FALSE,FALSE
"27","011765","010",0,2,12,75,0,0,0,1,1,1,5,5,5,2,2,2,3,4,5,3,2,2,1,1,1,2,2,2,1,1,1,1,1,0,0,0,0,NA,3.33333333333333,4,4,NA,4,3,3,NA,2,2,2,2,2,2,1.72727272727273,1.63636363636364,1.36363636363636,1,1,1,0,0,0,0,0,FALSE,FALSE,FALSE
"28","011802","010",0,2,14,79,1,1,1,1,5,1,1,1,1,1,1,1,0,0,0,3,3,1,3,2,2,5,4,4,1,NA,1,1,NA,1,1,NA,1,4,NA,3.33333333333333,2.33333333333333,NA,3.33333333333333,4,NA,4,1,NA,1,1,NA,1,1.63636363636364,NA,1.27272727272727,0.2,NA,0.25,0,1,1,1,0,FALSE,FALSE,FALSE
"29","011999","010",0,1,12,77,1,1,0,1,1,5,1,1,5,1,1,3,1,1,1,3,3,3,2,2,1,3,3,3,1,1,NA,1,1,NA,1,1,NA,3.66666666666667,3.66666666666667,NA,4,3.66666666666667,NA,2.66666666666667,2.66666666666667,NA,2,2,NA,2,2,NA,1.09090909090909,1.18181818181818,NA,0.666666666666667,0.666666666666667,NA,1,1,1,0,0,FALSE,FALSE,FALSE
"30","012005","010",1,1,17,80,0,0,0,1,1,5,5,5,5,3,3,3,1,0,0,2,2,2,1,1,1,3,3,3,1,1,NA,1,1,NA,0,0,NA,NA,NA,NA,3.66666666666667,3.66666666666667,NA,2.66666666666667,3,NA,3,3,NA,3,3,NA,1.72727272727273,1.63636363636364,NA,1,1,NA,1,0,0,0,0,FALSE,FALSE,FALSE
"31","012162","010",1,2,13,81,0,0,0,1,1,5,5,5,5,2,2,2,1,2,5,3,2,2,1,1,1,0,0,0,0,0,NA,1,1,NA,0,0,NA,NA,NA,NA,NA,NA,NA,4,3.66666666666667,NA,NA,NA,NA,NA,NA,NA,1.09090909090909,1.27272727272727,NA,NA,NA,NA,0,0,0,0,0,FALSE,FALSE,FALSE
"32","012235","010",0,1,12,76,1,1,1,1,1,1,1,1,1,1,1,1,0,3,1,4,4,3,2,2,2,2,2,2,1,1,1,NA,1,1,1,1,1,2.66666666666667,3,3.33333333333333,4,3.66666666666667,3.66666666666667,2.33333333333333,2.66666666666667,2.66666666666667,2,2,2,2,2,2,1.36363636363636,1.63636363636364,1.81818181818182,1,1,1,1,1,1,1,0,FALSE,FALSE,FALSE
"33","012235","040",1,1,12,71,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,4,4,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2.66666666666667,3,3.33333333333333,4,4,4,4,4,1,2,2,1,2,2,1.72727272727273,1.27272727272727,1.63636363636364,0.5,1,1,1,1,1,1,0,FALSE,FALSE,FALSE
"34","012319","010",1,1,12,73,0,0,0,5,1,5,5,5,5,2,2,2,0,1,2,3,4,1,1,1,1,1,1,1,NA,1,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,3.66666666666667,NA,NA,4,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,1,0,0,0,0,FALSE,FALSE,FALSE
"35","012393","020",1,2,14,82,0,0,0,1,5,5,4,5,5,3,3,3,0,1,2,3,3,3,3,1,1,3,2,2,1,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA,2,NA,NA,2,NA,NA,1.63636363636364,NA,NA,0.666666666666667,NA,NA,0,0,0,0,0,FALSE,FALSE,FALSE
"36","012443","040",1,2,14,68,0,0,0,1,1,5,5,5,5,3,3,3,1,0,1,2,2,1,1,1,1,4,3,3,1,NA,NA,1,1,NA,0,0,NA,NA,NA,NA,3,NA,NA,3.66666666666667,4,NA,2,2,NA,2,2,NA,1.18181818181818,1.09090909090909,NA,0.5,0.666666666666667,NA,0,0,0,0,0,FALSE,FALSE,FALSE
"37","012445","010",1,2,13,77,0,0,0,1,1,1,5,5,5,3,3,3,3,3,4,2,1,1,1,1,1,4,4,4,1,1,1,1,1,1,0,0,0,NA,NA,NA,3.66666666666667,3.66666666666667,4,3.33333333333333,4,3.33333333333333,3,3,4,3,3,3,1.27272727272727,1.36363636363636,1,0.75,0.75,1,0,0,0,0,0,FALSE,FALSE,FALSE
"38","012458","020",1,2,14,75,0,0,0,1,1,1,4,5,4,3,3,3,1,1,2,2,1,1,3,1,3,2,2,2,1,1,1,1,1,1,0,0,0,NA,NA,NA,4,4,4,4,4,4,1,1,1,1,1,1,1.09090909090909,1.09090909090909,1.18181818181818,0.5,0.5,0.5,0,0,0,0,0,FALSE,FALSE,FALSE
"39","012494","040",1,1,13,60,0,0,0,1,1,1,5,5,5,3,3,3,0,0,0,5,5,5,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,NA,NA,NA,2,2.33333333333333,NA,3,3,2.33333333333333,0,0,NA,0,0,NA,1.63636363636364,1.90909090909091,2,0,0,NA,1,0,0,0,0,FALSE,FALSE,FALSE
"40","012507","010",1,1,17,72,0,0,0,1,1,1,5,5,5,2,2,2,2,3,1,4,5,5,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,NA,1.90909090909091,2.09090909090909,1.90909090909091,NA,NA,NA,1,0,0,0,0,FALSE,FALSE,FALSE
"41","012543","010",1,1,16,74,0,0,0,1,1,1,5,5,5,4,4,4,1,3,4,5,5,5,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA,2.66666666666667,3,3.66666666666667,NA,NA,NA,NA,NA,NA,1.36363636363636,1.27272727272727,1.54545454545455,NA,NA,NA,1,0,0,0,0,FALSE,FALSE,FALSE
"42","012588","010",1,1,17,82,1,1,0,1,1,1,1,1,5,1,1,3,0,4,2,5,2,2,2,2,1,2,2,2,1,1,1,1,0,0,1,1,0,4,4,NA,3.33333333333333,3.33333333333333,4,1,NA,NA,2,2,2,2,2,2,1.72727272727273,1.45454545454545,1.81818181818182,1,1,1,1,1,1,0,0,FALSE,FALSE,FALSE
"43","012605","040",1,2,12,58,0,0,0,1,1,1,4,5,4,3,3,3,3,2,5,1,1,1,3,1,3,5,4,5,1,1,1,1,1,1,0,NA,0,NA,NA,NA,3.33333333333333,3.66666666666667,1.66666666666667,2.33333333333333,3.33333333333333,1.66666666666667,2,4,2,2,3,2,2.45454545454545,1.72727272727273,2.27272727272727,0.4,1,0.4,0,0,0,0,0,FALSE,FALSE,FALSE
"44","012695","020",0,2,16,73,1,1,1,1,5,1,1,1,1,1,1,1,4,1,2,5,4,3,2,2,3,4,4,4,1,NA,1,0,NA,1,1,NA,1,4,NA,4,3.66666666666667,NA,4,NA,NA,2.66666666666667,4,NA,4,3,NA,3,1.09090909090909,NA,1,1,NA,1,0,1,1,1,0,FALSE,FALSE,FALSE
"45","012695","030",1,2,17,63,1,1,1,1,5,1,1,1,1,1,1,1,0,1,0,5,4,3,2,2,3,4,4,4,1,NA,1,1,NA,1,NA,NA,NA,4,NA,4,4,NA,4,4,NA,4,3,NA,3,3,NA,3,1,NA,1,0.75,NA,0.75,0,1,1,1,0,FALSE,FALSE,FALSE
"46","012854","010",1,2,9,79,0,0,0,5,1,1,4,4,4,2,2,2,3,3,2,3,3,2,2,2,2,3,3,3,NA,1,1,NA,1,0,NA,0,0,NA,NA,NA,NA,4,2.5,NA,2.33333333333333,NA,NA,3,31,NA,3,3,NA,2.1,2.1,NA,1,10.3333333333333,0,0,0,0,0,FALSE,FALSE,FALSE
"47","012864","020",1,1,11,79,0,0,0,1,1,1,4,5,5,3,3,3,0,1,1,4,3,3,2,1,1,3,3,3,1,1,1,1,1,1,0,0,0,NA,NA,NA,4,4,NA,3.33333333333333,4,3.66666666666667,3,2,2,3,2,2,1.27272727272727,1.27272727272727,1.18181818181818,1,0.666666666666667,0.666666666666667,1,0,0,0,0,FALSE,FALSE,FALSE
"48","013063","010",1,2,17,73,0,0,0,1,1,1,4,4,4,2,2,2,3,2,0,1,3,3,2,2,3,3,3,3,1,NA,1,1,1,1,0,0,0,NA,NA,NA,2,NA,2.66666666666667,4,3.33333333333333,4,1,3,1,1,3,1,1.36363636363636,1.18181818181818,1.27272727272727,0.333333333333333,1,0.333333333333333,0,0,0,0,0,FALSE,FALSE,FALSE
"49","013140","010",1,1,12,82,1,1,0,1,1,1,1,1,5,1,1,3,2,2,2,3,3,3,2,2,1,2,2,2,1,1,1,1,1,0,1,1,0,4,3,NA,4,4,4,4,4,NA,2,2,2,2,2,2,1.09090909090909,1.45454545454545,1.09090909090909,1,1,1,1,1,1,0,0,FALSE,FALSE,FALSE
"50","013158","010",0,2,14,74,0,0,0,1,5,1,5,5,6,2,2,5,1,3,0,5,4,4,1,1,1,2,2,2,1,NA,1,1,NA,1,0,NA,0,NA,NA,NA,3,NA,3.66666666666667,4,NA,3.66666666666667,2,NA,2,2,NA,2,1.09090909090909,NA,1.09090909090909,1,NA,1,0,0,0,0,0,FALSE,FALSE,FALSE
"51","013176","020",1,1,14,76,0,0,0,1,1,1,4,4,5,3,3,3,1,1,0,5,3,2,3,3,1,3,3,3,1,1,1,1,1,NA,0,0,0,NA,NA,NA,3.66666666666667,3.33333333333333,4,4,3.66666666666667,NA,3,2,3,3,2,3,1,1.27272727272727,NA,1,0.666666666666667,1,1,0,0,0,0,FALSE,FALSE,FALSE
"52","013194","010",1,2,14,76,0,0,0,1,1,5,2,5,5,2,2,2,0,0,2,5,2,5,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,4,2.66666666666667,NA,2,1.33333333333333,NA,1,3,NA,1,3,NA,1.72727272727273,1.63636363636364,NA,1,3,NA,0,0,0,0,0,FALSE,FALSE,FALSE
"53","013371","010",0,1,16,80,1,1,1,1,5,1,1,1,1,1,1,1,0,0,0,4,3,3,2,2,2,3,3,3,1,NA,1,1,NA,1,1,NA,1,3.66666666666667,NA,3.66666666666667,3,NA,3.66666666666667,3,NA,2.66666666666667,2,NA,2,2,NA,2,1.54545454545455,NA,1.09090909090909,0.666666666666667,NA,0.666666666666667,1,1,1,1,0,FALSE,FALSE,FALSE
"54","013371","012",1,1,17,67,1,1,1,1,5,1,1,1,1,1,1,1,0,0,1,4,3,3,2,2,2,3,3,3,1,NA,1,1,NA,1,1,NA,NA,2.66666666666667,NA,NA,3.33333333333333,NA,3.66666666666667,4,NA,3.33333333333333,3,NA,4,3,NA,3,1,NA,1.36363636363636,1,NA,1.33333333333333,1,1,1,1,0,FALSE,FALSE,FALSE
"55","013399","010",1,2,10,75,0,0,0,5,1,5,4,5,5,3,3,3,0,0,0,4,4,4,2,1,1,3,1,1,NA,0,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,3.66666666666667,NA,NA,NA,NA,NA,NA,NA,NA,1.09090909090909,NA,NA,NA,NA,0,0,0,0,0,FALSE,FALSE,FALSE
"56","013433","030",1,2,12,64,0,0,0,1,1,5,4,4,5,3,3,3,3,3,0,2,2,2,2,2,1,2,2,2,1,NA,NA,1,1,NA,0,0,NA,NA,NA,NA,2.33333333333333,NA,NA,2.66666666666667,2.33333333333333,NA,1,2,NA,1,2,NA,2,2.09090909090909,NA,0.5,1,NA,0,0,0,0,0,FALSE,FALSE,FALSE
"57","013573","010",1,1,7,76,0,0,0,1,1,5,5,5,5,3,3,3,0,1,0,4,5,5,1,1,1,2,2,2,0,1,NA,1,1,NA,0,0,NA,NA,NA,NA,NA,4,NA,1.66666666666667,3.33333333333333,NA,NA,2,NA,NA,2,NA,1.90909090909091,1.63636363636364,NA,NA,1,NA,1,0,0,0,0,FALSE,FALSE,FALSE
"58","013590","030",1,1,12,69,1,1,0,1,1,1,1,1,5,1,1,3,0,1,0,5,5,4,2,2,1,2,2,2,1,1,1,1,1,1,1,1,NA,3,2.66666666666667,NA,3.33333333333333,3.33333333333333,3.33333333333333,3.33333333333333,3.66666666666667,4,1,1,1,1,1,1,1.27272727272727,1.18181818181818,NA,0.5,0.5,0.5,1,1,1,0,0,FALSE,FALSE,FALSE
"59","013656","040",1,1,12,68,0,0,0,1,1,1,5,5,5,3,3,3,2,4,3,1,1,1,1,1,1,5,5,5,NA,NA,1,1,1,1,0,0,0,NA,NA,NA,NA,NA,3,2.66666666666667,1.66666666666667,3,3,NA,1,3,NA,1,1.18181818181818,2,1.63636363636364,0.6,NA,0.2,1,0,0,0,0,FALSE,FALSE,FALSE
"60","013671","020",1,1,12,77,1,0,0,1,1,1,1,5,6,1,3,5,1,1,0,5,5,4,2,1,1,2,1,1,1,NA,1,1,1,1,1,0,0,4,NA,NA,4,NA,4,4,4,4,2,1,1,2,1,1,1,1.27272727272727,1,1,1,1,1,1,0,0,0,FALSE,FALSE,FALSE
"61","013734","010",0,1,17,75,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,3,4,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,4,3.66666666666667,3.33333333333333,4,4,3.33333333333333,1.66666666666667,2,3,1,1,1,1,1,1,1.18181818181818,1.27272727272727,1.72727272727273,1,1,1,1,1,1,1,0,FALSE,FALSE,FALSE
"62","013734","020",1,7,12,77,1,1,1,1,1,4,1,1,1,1,1,1,3,2,0,3,4,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,4,4,3.33333333333333,4,4,3,4,2.66666666666667,2.33333333333333,1,1,1,1,1,1,1.18181818181818,1,2.18181818181818,1,1,1,0,1,1,1,0,FALSE,FALSE,FALSE
"63","013738","020",0,1,10,82,1,0,0,1,1,1,1,4,4,1,3,3,0,3,0,3,4,4,3,3,3,4,4,4,1,1,1,1,1,1,1,0,0,3.66666666666667,NA,NA,2.66666666666667,3,3.66666666666667,2.33333333333333,3.66666666666667,3.33333333333333,4,3,3,3,3,3,1.63636363636364,1.18181818181818,1.72727272727273,1,0.75,0.75,1,1,0,0,0,FALSE,FALSE,FALSE
"64","013857","020",1,1,12,79,1,0,0,1,1,1,1,5,5,1,3,3,5,5,5,5,5,5,2,1,1,5,5,5,1,1,1,0,1,0,1,0,0,3,NA,NA,4,4,4,NA,3,NA,7,7,7,3,3,3,2.18181818181818,1.18181818181818,2,1,1,1,1,1,0,0,0,FALSE,FALSE,FALSE
"65","013858","030",1,1,12,71,1,1,1,1,5,5,1,1,1,1,1,1,2,2,2,5,4,4,3,3,2,2,2,2,1,NA,NA,1,NA,NA,1,NA,NA,2.66666666666667,NA,NA,3.66666666666667,NA,NA,3,NA,NA,2,NA,NA,2,NA,NA,1,NA,NA,1,NA,NA,1,1,1,1,0,FALSE,FALSE,FALSE
"66","013902","010",0,1,16,79,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,3,3,4,2,2,2,3,3,3,1,1,1,1,1,1,1,1,1,3.66666666666667,4,4,3.66666666666667,4,4,1.33333333333333,3.66666666666667,3,3,3,3,3,3,3,1.09090909090909,1,1.09090909090909,1,1,1,1,1,1,1,0,FALSE,FALSE,FALSE
"67","013902","020",1,1,16,79,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,4,2,2,2,3,3,3,1,1,1,1,1,1,NA,1,1,3.66666666666667,3,2,3.33333333333333,3,4,3,3.66666666666667,4,3,3,3,3,3,3,1.18181818181818,1.27272727272727,1,1,1,1,1,1,1,1,0,FALSE,FALSE,FALSE
"68","013916","010",0,1,17,72,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,3,3,3,2,2,2,3,3,3,1,1,1,1,0,1,1,1,1,3.66666666666667,3.66666666666667,3.33333333333333,2.33333333333333,2.33333333333333,2.66666666666667,1.66666666666667,NA,1.66666666666667,3,3,3,3,3,3,1.81818181818182,1.45454545454545,1.54545454545455,1,1,1,1,1,1,1,0,FALSE,FALSE,FALSE
"69","013916","040",1,1,12,68,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2,3,3,3,2,2,2,3,3,3,1,1,1,1,1,1,1,1,1,3.33333333333333,3,3,3,3,3,3.33333333333333,3.66666666666667,3.33333333333333,2,2,3,2,2,3,1.81818181818182,1.18181818181818,1.81818181818182,0.666666666666667,0.666666666666667,1,1,1,1,1,0,FALSE,FALSE,FALSE
"70","014028","010",0,1,17,74,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,4,4,4,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,3.66666666666667,3.66666666666667,3.66666666666667,3,3.33333333333333,4,3,3.33333333333333,3.33333333333333,2,2,2,2,2,2,1,1,1.18181818181818,1,1,1,1,1,1,1,0,FALSE,FALSE,FALSE
"71","014028","020",1,1,17,72,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,4,4,4,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,3.66666666666667,4,4,4,3.66666666666667,4,4,2,3.66666666666667,2,2,2,2,2,2,NA,1.27272727272727,1,1,1,1,1,1,1,1,0,FALSE,FALSE,FALSE
"72","014069","010",0,1,12,79,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,4,4,4,2,2,2,3,3,3,1,1,1,1,1,1,1,1,1,4,4,3.66666666666667,3.66666666666667,3.66666666666667,3.66666666666667,2.66666666666667,2.66666666666667,2.33333333333333,3,3,3,3,3,3,1,1.36363636363636,1.27272727272727,1,1,1,1,1,1,1,0,FALSE,FALSE,FALSE
